dataset,end-date,entity,entry-date,geojson,geometry,name,organisation-entity,point,prefix,reference,start-date,typology,address-text,article-4-direction,article-4-direction-rules,description,document-url,documentation-url,notes,organisation,uprn
article-4-direction-area,,7010000058,2021-10-29,,"MULTIPOLYGON (((-0.142422 51.463575,-0.142484 51.463524,-0.142781 51.463264,-0.142583 51.463180,-0.142223 51.463489,-0.142422 51.463575)))","George West House, 2-3 Clapham Common North Side",192,POINT(-0.142502 51.463378),article-4-direction-area,8,,geography,,,,,,,Clapham,,
article-4-direction-area,,7010000059,2021-10-29,,"MULTIPOLYGON (((-0.141974 51.464458,-0.141999 51.464498,-0.141847 51.464530,-0.141892 51.464614,-0.142227 51.464535,-0.142239 51.464554,-0.142393 51.464512,-0.142370 51.464483,-0.142334 51.464490,-0.142330 51.464483,-0.142365 51.464474,-0.142370 51.464462,-0.142274 51.464358,-0.142115 51.464156,-0.141913 51.464213,-0.142014 51.464396,-0.141948 51.464413,-0.141974 51.464458)))",Scout Lane,192,POINT(-0.142109 51.464402),article-4-direction-area,9,,geography,,,,,,,Clapham,,
article-4-direction-area,,7010000060,2021-10-29,,"MULTIPOLYGON (((-0.141102 51.465463,-0.141100 51.465418,-0.140971 51.465421,-0.140812 51.465441,-0.140832 51.465488,-0.140974 51.465466,-0.141102 51.465463)))",7 Old Town,192,POINT(-0.140959 51.465448),article-4-direction-area,10,,geography,,,,,,,Clapham,,
article-4-direction-area,,7010000061,2021-10-29,,"MULTIPOLYGON (((-0.139567 51.463182,-0.139742 51.463114,-0.139635 51.463011,-0.139519 51.462920,-0.139527 51.462899,-0.139347 51.462850,-0.139302 51.462879,-0.139068 51.462907,-0.139045 51.462894,-0.138868 51.463012,-0.138920 51.463041,-0.139009 51.463002,-0.139119 51.463129,-0.139319 51.463058,-0.139342 51.463083,-0.139382 51.463069,-0.139504 51.463204,-0.139567 51.463182)),((-0.138272 51.462666,-0.138198 51.462688,-0.138281 51.462799,-0.138854 51.462604,-0.138659 51.462457,-0.138387 51.462548,-0.138419 51.462591,-0.138252 51.462640,-0.138272 51.462666)),((-0.138645 51.463177,-0.138780 51.463078,-0.138674 51.462896,-0.138620 51.462835,-0.138580 51.462849,-0.138564 51.462830,-0.138375 51.462889,-0.138364 51.462916,-0.138420 51.463003,-0.138457 51.463042,-0.138449 51.463045,-0.138571 51.463232,-0.138645 51.463177)),((-0.139092 51.462410,-0.139178 51.462494,-0.139304 51.462451,-0.139499 51.462369,-0.139284 51.462195,-0.139093 51.462285,-0.139076 51.462275,-0.138977 51.462321,-0.139092 51.462410)),((-0.139533 51.462540,-0.139521 51.462533,-0.139657 51.462478,-0.139605 51.462435,-0.139623 51.462428,-0.139611 51.462416,-0.139375 51.462509,-0.139483 51.462573,-0.139533 51.462540)),((-0.139483 51.462573,-0.139482 51.462573,-0.139479 51.462575,-0.139484 51.462573,-0.139483 51.462573)))",Brommell's Road/Venn Street/Sedley Place,192,POINT(-0.138978 51.462781),article-4-direction-area,11,,geography,,,,,,,Clapham,,
article-4-direction-area,,7010000062,2021-10-29,,"MULTIPOLYGON (((-0.140115 51.463713,-0.140130 51.463742,-0.140686 51.463713,-0.140683 51.463695,-0.140773 51.463679,-0.140791 51.463730,-0.140986 51.463703,-0.140938 51.463535,-0.140809 51.463275,-0.140511 51.463332,-0.140502 51.463313,-0.140431 51.463327,-0.140310 51.463213,-0.140301 51.463215,-0.140298 51.463199,-0.140126 51.462971,-0.139567 51.463182,-0.138823 51.463443,-0.138945 51.463570,-0.139037 51.463692,-0.139196 51.463682,-0.139857 51.463500,-0.139923 51.463609,-0.139968 51.463599,-0.139995 51.463643,-0.140043 51.463632,-0.140083 51.463703,-0.140107 51.463698,-0.140115 51.463713)))",Wingate Square,192,POINT(-0.139972 51.463429),article-4-direction-area,12,,geography,,,,,,,Clapham,,
article-4-direction-area,,7010000063,2021-10-29,,"MULTIPOLYGON (((-0.119585 51.492034,-0.119537 51.492132,-0.119408 51.492204,-0.120470 51.492409,-0.120465 51.492420,-0.120554 51.492439,-0.120755 51.492509,-0.120862 51.492391,-0.120870 51.492394,-0.120930 51.492328,-0.120915 51.492299,-0.120458 51.492210,-0.120462 51.492201,-0.120382 51.492184,-0.120376 51.492194,-0.119810 51.492079,-0.119785 51.492080,-0.119585 51.492034)))",South Bank House and Newport Street,192,POINT(-0.120203 51.492261),article-4-direction-area,13,,geography,,,,,,,KIBA,,
article-4-direction-area,,7010000064,2021-10-29,,"MULTIPOLYGON (((-0.109632 51.484988,-0.109580 51.485041,-0.109588 51.485045,-0.109581 51.485052,-0.109798 51.485150,-0.109821 51.485128,-0.109810 51.485124,-0.109829 51.485104,-0.109775 51.485082,-0.109913 51.484946,-0.109967 51.484967,-0.110015 51.484920,-0.110048 51.484933,-0.110149 51.484872,-0.110170 51.484849,-0.110051 51.484803,-0.110036 51.484817,-0.109868 51.484751,-0.109632 51.484988)))",Stannary Street,192,POINT(-0.109849 51.484931),article-4-direction-area,14,,geography,,,,,,,KIBA,,
article-4-direction-area,,7010000065,2021-10-29,,"MULTIPOLYGON (((-0.109720 51.485819,-0.109101 51.485533,-0.108949 51.485668,-0.109565 51.485958,-0.109720 51.485819)))",Stannary Street,192,POINT(-0.109335 51.485745),article-4-direction-area,15,,geography,,,,,,,KIBA,,
article-4-direction-area,,7010000066,2021-10-29,,"MULTIPOLYGON (((-0.109425 51.486070,-0.109435 51.486074,-0.109436 51.486073,-0.109434 51.486072,-0.109425 51.486070)))",Stannary Street,192,POINT(-0.109432 51.486072),article-4-direction-area,16,,geography,,,,,,,KIBA,,
article-4-direction-area,,7010000067,2021-10-29,,"MULTIPOLYGON (((-0.109425 51.486070,-0.109436 51.486073,-0.109564 51.485958,-0.109312 51.485840,-0.109269 51.485877,-0.109316 51.485899,-0.109228 51.485979,-0.109425 51.486070)))",Stannary Street,192,POINT(-0.109390 51.485961),article-4-direction-area,17,,geography,,,,,,,KIBA,,
article-4-direction-area,,7010000068,2021-10-29,,"MULTIPOLYGON (((-0.133912 51.466174,-0.134288 51.466453,-0.134378 51.466411,-0.134035 51.466153,-0.133756 51.465925,-0.133257 51.465256,-0.132981 51.465352,-0.132987 51.465361,-0.132948 51.465375,-0.132908 51.465343,-0.132847 51.465369,-0.133358 51.465636,-0.133264 51.465701,-0.133183 51.465657,-0.133008 51.465776,-0.133252 51.465907,-0.133224 51.465928,-0.133815 51.466246,-0.133912 51.466174)))",Timber Mill Way,192,POINT(-0.133501 51.465822),article-4-direction-area,18,,geography,,,,,,,KIBA,,
article-4-direction-area,,7010000069,2021-10-29,,"MULTIPOLYGON (((-0.102472 51.464868,-0.102493 51.464886,-0.102892 51.464817,-0.102896 51.464824,-0.103068 51.464799,-0.103108 51.464811,-0.103195 51.464692,-0.103177 51.464674,-0.102984 51.464574,-0.102884 51.464634,-0.102779 51.464653,-0.102709 51.464622,-0.102673 51.464597,-0.102619 51.464637,-0.102350 51.464500,-0.102312 51.464479,-0.102305 51.464464,-0.102123 51.464480,-0.102126 51.464495,-0.102114 51.464497,-0.102115 51.464584,-0.102472 51.464868)))",Shakespeare Road Business Centre,192,POINT(-0.102620 51.464690),article-4-direction-area,19,,geography,,,,,,,KIBA,,
article-4-direction-area,,7010000744,2022-03-29,,"MULTIPOLYGON (((1.114786 51.278431,1.117471 51.279956,1.119705 51.280639,1.122640 51.283192,1.124714 51.284689,1.127033 51.286089,1.128148 51.286666,1.128453 51.286411,1.129188 51.286143,1.130362 51.286000,1.130810 51.285200,1.131351 51.285771,1.131224 51.286022,1.131541 51.285923,1.133894 51.287299,1.134397 51.287308,1.135162 51.287490,1.135130 51.289650,1.136913 51.292122,1.137779 51.293785,1.137959 51.295895,1.138306 51.296245,1.140420 51.296728,1.140411 51.297511,1.139791 51.297510,1.139429 51.297537,1.139125 51.297730,1.138170 51.298453,1.137539 51.298672,1.136935 51.298756,1.132437 51.297505,1.130899 51.297051,1.129102 51.296469,1.127297 51.296315,1.126776 51.296554,1.126254 51.297333,1.126370 51.297442,1.125936 51.298080,1.125496 51.298212,1.125450 51.298164,1.124775 51.298466,1.124833 51.298614,1.124645 51.298751,1.125393 51.299992,1.125942 51.300527,1.126515 51.300934,1.126855 51.301052,1.129199 51.302015,1.132861 51.302695,1.131190 51.304488,1.138550 51.307709,1.142221 51.308915,1.143868 51.309427,1.144360 51.309757,1.150792 51.311346,1.150391 51.311889,1.150081 51.312056,1.149861 51.312270,1.150344 51.312458,1.149381 51.313704,1.149896 51.314039,1.149749 51.314231,1.149511 51.314653,1.149198 51.314775,1.148436 51.314776,1.148258 51.314794,1.147981 51.314969,1.147457 51.315439,1.147218 51.315707,1.146868 51.315987,1.146846 51.316190,1.147059 51.316509,1.147088 51.316770,1.147360 51.316997,1.148352 51.316950,1.148406 51.318533,1.148291 51.319480,1.146748 51.319307,1.146260 51.319058,1.145955 51.318986,1.145366 51.318975,1.144739 51.318878,1.144362 51.318848,1.143263 51.318891,1.142705 51.319026,1.142091 51.319085,1.141726 51.320193,1.141686 51.320512,1.141662 51.320825,1.140927 51.320960,1.139971 51.323794,1.141477 51.324222,1.140539 51.325784,1.140727 51.325785,1.140918 51.325914,1.141009 51.326146,1.141490 51.326301,1.141474 51.326368,1.140916 51.327134,1.140171 51.327233,1.140109 51.327377,1.139923 51.327483,1.139812 51.327425,1.139644 51.327477,1.139483 51.327615,1.139016 51.327836,1.138753 51.328218,1.138484 51.328353,1.138273 51.328392,1.138220 51.328554,1.137711 51.328782,1.137656 51.328911,1.137441 51.328910,1.137405 51.329083,1.135583 51.330482,1.135017 51.330610,1.132525 51.332498,1.132032 51.333164,1.131634 51.333130,1.131296 51.333742,1.128553 51.332695,1.128058 51.333191,1.125457 51.332575,1.125203 51.333073,1.124034 51.332890,1.120082 51.331661,1.119194 51.333394,1.118861 51.334724,1.109970 51.333043,1.103476 51.331900,1.101995 51.331605,1.100743 51.331451,1.095682 51.330780,1.089489 51.329976,1.087098 51.328439,1.086599 51.328023,1.086464 51.327758,1.086291 51.327266,1.086286 51.327025,1.086360 51.326701,1.086737 51.325612,1.086759 51.324834,1.086313 51.323920,1.085884 51.323268,1.086443 51.321724,1.085921 51.321758,1.085319 51.321868,1.085084 51.321874,1.084284 51.322083,1.083333 51.322416,1.082949 51.322594,1.082411 51.322943,1.081628 51.323313,1.081223 51.323424,1.080467 51.323564,1.079902 51.323527,1.078075 51.323634,1.077559 51.323762,1.077234 51.323864,1.076707 51.323979,1.076362 51.324095,1.075511 51.324171,1.075021 51.324204,1.074672 51.324119,1.074170 51.324132,1.074098 51.324014,1.073900 51.323954,1.073515 51.323935,1.073027 51.323775,1.072728 51.323603,1.072525 51.323693,1.072414 51.323629,1.072036 51.323585,1.071679 51.323527,1.071248 51.323478,1.071152 51.323320,1.070700 51.323341,1.070282 51.323108,1.070075 51.323110,1.069124 51.322843,1.068526 51.322499,1.068475 51.323289,1.068207 51.323631,1.067827 51.324165,1.067003 51.324945,1.065540 51.326153,1.064701 51.326490,1.061533 51.328507,1.060848 51.328954,1.059416 51.329597,1.058202 51.330236,1.057534 51.330455,1.056673 51.330455,1.055056 51.330855,1.053624 51.330725,1.053090 51.330591,1.052806 51.330624,1.052518 51.331156,1.051948 51.331607,1.051500 51.331940,1.051167 51.332096,1.051114 51.332259,1.051042 51.332307,1.050287 51.333231,1.050090 51.333506,1.048904 51.333148,1.048241 51.333004,1.043933 51.333089,1.043602 51.329874,1.043406 51.329092,1.042159 51.329237,1.041510 51.329186,1.039800 51.328848,1.037466 51.328301,1.037879 51.326941,1.037812 51.325931,1.037527 51.325421,1.037760 51.324605,1.037388 51.324596,1.037238 51.323454,1.037281 51.323131,1.037261 51.323004,1.037150 51.322979,1.036756 51.322990,1.035983 51.323235,1.035011 51.323192,1.034543 51.323182,1.032837 51.323429,1.030895 51.323389,1.029670 51.323308,1.029058 51.323279,1.027294 51.322766,1.026980 51.322881,1.026637 51.323049,1.026363 51.322937,1.026030 51.322752,1.024643 51.322201,1.024039 51.321744,1.023470 51.321287,1.023318 51.321156,1.023112 51.320756,1.022688 51.320424,1.022550 51.319849,1.022018 51.319390,1.020857 51.318655,1.020563 51.318219,1.019573 51.317699,1.019111 51.317620,1.018340 51.317117,1.017828 51.316260,1.017036 51.316165,1.015097 51.316757,1.015205 51.316215,1.014883 51.316223,1.015891 51.314083,1.016996 51.312885,1.014916 51.312354,1.014335 51.312256,1.014182 51.312103,1.012668 51.312007,1.011541 51.311788,1.010820 51.311591,1.009770 51.311047,1.009069 51.310750,1.008328 51.310616,1.007861 51.310346,1.006524 51.309691,1.006490 51.309174,1.006744 51.308673,1.007252 51.308210,1.007382 51.308004,1.007616 51.307728,1.008550 51.307210,1.009186 51.307058,1.009240 51.306787,1.009171 51.305732,1.009678 51.305247,1.010138 51.305145,1.010319 51.304919,1.010360 51.304712,1.010209 51.304041,1.011127 51.302713,1.004490 51.288444,1.004478 51.288265,1.003971 51.288188,1.004388 51.287435,1.005942 51.283774,1.006628 51.283967,1.007191 51.284080,1.008349 51.284387,1.013883 51.283997,1.014834 51.283226,1.014633 51.282314,1.014813 51.281604,1.015208 51.281242,1.015474 51.280930,1.015923 51.280661,1.016290 51.280332,1.016501 51.280174,1.016198 51.279372,1.015821 51.278549,1.015933 51.278074,1.016744 51.276771,1.016834 51.276499,1.017616 51.275772,1.017506 51.275386,1.019032 51.275565,1.021196 51.275757,1.021625 51.275746,1.028450 51.272106,1.029831 51.271845,1.029860 51.271192,1.030209 51.270894,1.031835 51.270152,1.032973 51.269470,1.034233 51.267908,1.033863 51.267198,1.033839 51.266839,1.033841 51.266321,1.033697 51.265763,1.033533 51.265452,1.035235 51.264081,1.035963 51.264784,1.036225 51.264955,1.037014 51.264957,1.039118 51.264790,1.037252 51.262589,1.036913 51.262351,1.036004 51.261609,1.035395 51.261063,1.035071 51.260509,1.034352 51.260126,1.034740 51.260015,1.035716 51.259413,1.038336 51.260746,1.040730 51.259350,1.041220 51.259109,1.041509 51.259108,1.041380 51.258770,1.041704 51.258661,1.042212 51.258457,1.043031 51.257828,1.043277 51.257755,1.043600 51.257284,1.045338 51.256396,1.045222 51.256109,1.045371 51.254731,1.045908 51.254717,1.048070 51.254346,1.056377 51.251520,1.058347 51.250434,1.065663 51.248246,1.066372 51.247972,1.067566 51.251093,1.067584 51.252981,1.067882 51.255416,1.067831 51.256686,1.068182 51.257829,1.068135 51.258568,1.068235 51.258992,1.068581 51.259883,1.068569 51.260112,1.068398 51.260360,1.067691 51.260892,1.067903 51.261665,1.068232 51.262588,1.068691 51.263381,1.068758 51.263587,1.068889 51.263945,1.069000 51.264550,1.069015 51.264720,1.069331 51.264658,1.072165 51.262555,1.077551 51.258112,1.079148 51.257086,1.080397 51.256408,1.081643 51.255866,1.083545 51.255232,1.084510 51.254959,1.085975 51.254658,1.087689 51.254399,1.089921 51.254232,1.091896 51.254231,1.093929 51.254408,1.095906 51.254709,1.099256 51.255125,1.102514 51.255434,1.105497 51.255557,1.109923 51.255479,1.112775 51.255309,1.113732 51.255237,1.115240 51.255110,1.115723 51.255712,1.117335 51.257289,1.118276 51.257013,1.120917 51.259887,1.121059 51.259923,1.121508 51.261226,1.121709 51.261536,1.121402 51.261769,1.122137 51.267327,1.121689 51.267586,1.123538 51.269224,1.124431 51.270414,1.124665 51.270703,1.125126 51.271193,1.126108 51.271958,1.127914 51.273200,1.128354 51.274030,1.128522 51.274603,1.128710 51.275013,1.129485 51.275723,1.129899 51.275994,1.130649 51.276329,1.131083 51.276586,1.131811 51.277257,1.132386 51.278321,1.119749 51.278451,1.114786 51.278431)))",Canterbury and surrounding area,75,POINT(1.076439 51.294709),article-4-direction-area,73412,2016-02-25,geography,,,,The Canterbury HMO Article 4 D,,http://documents.canterbury.gov.uk/publisher/mvc/listDocuments?identifier=Conservation&uidno=CANTERBURY%20HMO%20ARTICLE%204%20D,Dated 25th February 2016,,
article-4-direction-area,,7010000745,2022-04-07,,"MULTIPOLYGON (((-0.095364 51.458085,-0.095238 51.458044,-0.094980 51.457860,-0.094679 51.457698,-0.094597 51.457630,-0.094249 51.457406,-0.093962 51.457196,-0.093740 51.456960,-0.093502 51.456779,-0.093274 51.456609,-0.092886 51.456348,-0.092282 51.455895,-0.092156 51.455817,-0.092057 51.455770,-0.091990 51.455823,-0.091687 51.455946,-0.091290 51.456091,-0.090673 51.456193,-0.090676 51.456405,-0.090465 51.456793,-0.090318 51.457102,-0.090189 51.457079,-0.089840 51.456967,-0.089741 51.456972,-0.089650 51.457015,-0.089555 51.457137,-0.089367 51.457091,-0.089165 51.457220,-0.088958 51.457450,-0.088829 51.457532,-0.087788 51.458035,-0.088299 51.458404,-0.088340 51.458412,-0.088405 51.458489,-0.088957 51.458873,-0.090618 51.460101,-0.091426 51.459824,-0.091564 51.459816,-0.091393 51.459612,-0.091477 51.459567,-0.092189 51.459293,-0.092582 51.459618,-0.093241 51.459058,-0.093456 51.459249,-0.094059 51.459583,-0.094272 51.459413,-0.094971 51.458738,-0.095364 51.458085)))",The Sunray Estate,329,POINT(-0.091700 51.458042),article-4-direction-area,The Sunray Estate,,geography,,,,External alterations to buildings are restricted,,,https://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions?chapter=2,,
article-4-direction-area,,7010000746,2022-04-07,,"MULTIPOLYGON (((-0.097988 51.501888,-0.098213 51.501935,-0.098250 51.501869,-0.098241 51.501860,-0.098154 51.501841,-0.098159 51.501828,-0.098150 51.501820,-0.098060 51.501800,-0.098033 51.501808,-0.097988 51.501888)))",The Goldsmith (due to reopen),329,POINT(-0.098118 51.501869),article-4-direction-area,The Goldsmith (due to reopen),,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000747,2022-04-07,,"MULTIPOLYGON (((-0.091084 51.491560,-0.091179 51.491440,-0.091156 51.491434,-0.090926 51.491503,-0.090925 51.491521,-0.091084 51.491560)))",Rose & Crown (due to reopen),329,POINT(-0.091057 51.491499),article-4-direction-area,Rose & Crown (due to reopen),,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000748,2022-04-07,,"MULTIPOLYGON (((-0.094031 51.493985,-0.093980 51.493833,-0.093859 51.493843,-0.093907 51.493999,-0.094011 51.493998,-0.094031 51.493985)))",Crown And Anchor,329,POINT(-0.093945 51.493918),article-4-direction-area,Crown And Anchor,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000749,2022-04-07,,"MULTIPOLYGON (((-0.090673 51.489231,-0.090827 51.489419,-0.090953 51.489384,-0.090815 51.489208,-0.090788 51.489203,-0.090673 51.489231)))",Masons Arms,329,POINT(-0.090814 51.489308),article-4-direction-area,Masons Arms,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000750,2022-04-07,,"MULTIPOLYGON (((-0.074075 51.500379,-0.074155 51.500184,-0.074077 51.500173,-0.073955 51.500326,-0.074075 51.500379)))",Ship And Camel,329,POINT(-0.074062 51.500274),article-4-direction-area,Ship And Camel,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000751,2022-04-07,,"MULTIPOLYGON (((-0.090420 51.477551,-0.090279 51.477571,-0.090348 51.477734,-0.090457 51.477709,-0.090420 51.477551)))",British Queen,329,POINT(-0.090374 51.477638),article-4-direction-area,British Queen,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000752,2022-04-07,,"MULTIPOLYGON (((-0.041783 51.506785,-0.041766 51.506741,-0.041747 51.506630,-0.041404 51.506648,-0.041444 51.506709,-0.041394 51.506712,-0.041419 51.506824,-0.041754 51.506807,-0.041783 51.506785)))",The Deal Porter,329,POINT(-0.041588 51.506729),article-4-direction-area,The Deal Porter,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000753,2022-04-07,,"MULTIPOLYGON (((-0.079572 51.470123,-0.079647 51.470283,-0.079778 51.470266,-0.079746 51.470168,-0.079719 51.470151,-0.079572 51.470123)))",The Cadeleigh Arms,329,POINT(-0.079679 51.470206),article-4-direction-area,The Cadeleigh Arms,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000754,2022-04-07,,"MULTIPOLYGON (((-0.093686 51.496187,-0.093593 51.496132,-0.093403 51.496221,-0.093487 51.496288,-0.093514 51.496290,-0.093686 51.496187)))",Royal Standard,329,POINT(-0.093543 51.496211),article-4-direction-area,Royal Standard,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000755,2022-04-07,,"MULTIPOLYGON (((-0.052504 51.499767,-0.052344 51.499624,-0.052289 51.499644,-0.052302 51.499657,-0.052286 51.499663,-0.052281 51.499679,-0.052402 51.499810,-0.052417 51.499813,-0.052504 51.499767)))",Little Crown,329,POINT(-0.052385 51.499721),article-4-direction-area,Little Crown,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000756,2022-04-07,,"MULTIPOLYGON (((-0.073748 51.457617,-0.073817 51.457449,-0.073746 51.457437,-0.073682 51.457607,-0.073748 51.457617)))",The Drum,329,POINT(-0.073749 51.457526),article-4-direction-area,The Drum,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000757,2022-04-07,,"MULTIPOLYGON (((-0.054858 51.479004,-0.054741 51.479133,-0.054877 51.479183,-0.054999 51.479056,-0.054858 51.479004)))",Canterbury Arms,329,POINT(-0.054869 51.479094),article-4-direction-area,Canterbury Arms,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000758,2022-04-07,,"MULTIPOLYGON (((-0.061837 51.463932,-0.062020 51.464087,-0.062059 51.464068,-0.062106 51.464109,-0.062175 51.464078,-0.061960 51.463895,-0.061929 51.463890,-0.061837 51.463932)))",Duke Of Edinburgh,329,POINT(-0.062002 51.463998),article-4-direction-area,Duke Of Edinburgh,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000759,2022-04-07,,"MULTIPOLYGON (((-0.088408 51.479871,-0.088542 51.479775,-0.088569 51.479789,-0.088644 51.479734,-0.088568 51.479680,-0.088552 51.479696,-0.088389 51.479758,-0.088307 51.479824,-0.088408 51.479871)))",The Brewers,329,POINT(-0.088474 51.479775),article-4-direction-area,The Brewers,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000760,2022-04-07,,"MULTIPOLYGON (((-0.100535 51.452771,-0.100848 51.452740,-0.100877 51.452720,-0.100821 51.452526,-0.100767 51.452532,-0.100769 51.452542,-0.100688 51.452550,-0.100686 51.452511,-0.100716 51.452509,-0.100591 51.452380,-0.100463 51.452411,-0.100515 51.452541,-0.100559 51.452710,-0.100520 51.452714,-0.100535 51.452771)))",The Half Moon,329,POINT(-0.100660 51.452599),article-4-direction-area,The Half Moon,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000761,2022-04-07,,"MULTIPOLYGON (((-0.095140 51.501001,-0.095207 51.500940,-0.095117 51.500901,-0.095085 51.500928,-0.095065 51.500919,-0.095027 51.500952,-0.095140 51.501001)))",The Gladstone,329,POINT(-0.095120 51.500950),article-4-direction-area,The Gladstone,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000762,2022-04-07,,"MULTIPOLYGON (((-0.084919 51.449511,-0.084938 51.449280,-0.084474 51.449297,-0.084469 51.449456,-0.084458 51.449456,-0.084453 51.449500,-0.084919 51.449511)))",Crown & Greyhound (due to reopen),329,POINT(-0.084703 51.449397),article-4-direction-area,Crown & Greyhound (due to reopen),,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000763,2022-04-07,,"MULTIPOLYGON (((-0.094357 51.484945,-0.094349 51.484926,-0.093964 51.484988,-0.093946 51.485005,-0.093960 51.485056,-0.094418 51.484985,-0.094399 51.484939,-0.094357 51.484945)))",Liam Ogs,329,POINT(-0.094175 51.484989),article-4-direction-area,Liam Ogs,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000764,2022-04-07,,"MULTIPOLYGON (((-0.069315 51.470851,-0.069363 51.470909,-0.069519 51.470859,-0.069673 51.470833,-0.069680 51.470847,-0.069703 51.470839,-0.069640 51.470760,-0.069315 51.470851)))",The Hope,329,POINT(-0.069509 51.470833),article-4-direction-area,The Hope,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000765,2022-04-07,,"MULTIPOLYGON (((-0.098968 51.484525,-0.098870 51.484440,-0.098764 51.484514,-0.099023 51.484697,-0.099108 51.484651,-0.098968 51.484525)))",Duke Of Sutherland,329,POINT(-0.098935 51.484570),article-4-direction-area,Duke Of Sutherland,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010000766,2022-04-07,,"MULTIPOLYGON (((-0.093248 51.475665,-0.093271 51.475752,-0.093253 51.475754,-0.093266 51.475811,-0.093538 51.475787,-0.093515 51.475702,-0.093494 51.475671,-0.093457 51.475647,-0.093248 51.475665)))",Father Red Cap,329,POINT(-0.093387 51.475730),article-4-direction-area,Father Red Cap,,geography,,,,"Change of use, demolition or alteration of pubs is restricted",,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
